[['Time (AST)', 'Range (km)', 'Height (km)', 'Plasma Frequency (MHz)', 'Azimuth Angle (deg)'],
[16.889792293569162, 208.74097691193964, 201.62830060405264, 5.019985439211707, 305.46573626389727],
[16.896105175042269, 213.70155239383269, 206.41984857526947, 5.248137791880578, 296.37493976724983],
[16.90241805651538, 216.18184013477918, 208.81562256087784, 5.363162447565062, 287.28348880777486],
[16.909432369263278, 221.55579690682995, 214.00646619636274, 5.599504559572247, 277.18194093261917],
[16.918550975835547, 226.51637238872297, 218.79801416757954, 5.823752179192061, 264.05179497048005],
[16.925565288583446, 231.06356658045826, 223.1902664745283, 6.036832763934669, 253.95018281346768],
[16.932579601331344, 234.37061690172027, 226.38463178867283, 6.18881434688935, 243.85020134737391],
[16.937489620254873, 237.67766722298228, 229.57899710281737, 6.346659071741777, 236.62270762108778],
[16.947309658101933, 243.46500528519078, 235.1691364025703, 6.594555523871325, 222.24752280532527],
[16.95572683339941, 248.42558076708383, 239.96068437378713, 6.806727933983363, 210.12920987712431],
[16.964144008696888, 250.07910592771486, 241.55786703085943, 6.8597452316203915, 198.00632089310545],
[16.970456890169999, 253.38615624897687, 244.75223234500396, 7.010332514321403, 188.91578710522651],
[16.979575496742264, 253.38615624897687, 244.75223234500396, 6.99555414646183, 175.78800301527269],
[16.987992672039745, 253.38615624897687, 244.75223234500396, 6.996121284785498, 163.66663732706581],
[16.996409847337222, 253.38615624897687, 244.75223234500396, 6.999125746044381, 151.717284090482],
[17.004125591359912, 251.73263108834584, 243.15504968793167, 6.934753224378646, 140.82527756436144],
[17.011139904107811, 248.83896205724159, 240.3599800380552, 6.817411768762922, 130.72436622059575],
[17.01675135430613, 246.35867431629509, 237.9642060524468, 6.70116349768373, 122.64576851149843],
[17.025869960878399, 240.98471754424429, 232.7733624169619, 6.443633022032301, 109.51429813826644],
[17.030779979801927, 238.09104851314004, 229.97829276708543, 6.299036541824254, 102.44370035889824],
[17.036391430000247, 234.37061690172027, 226.38463178867283, 6.12979578832013, 94.363039844650984],
[17.043405742748146, 231.06356658045826, 223.1902664745283, 5.970982829871168, 84.245776407584515],
[17.050420055496044, 226.92975367888073, 219.1973098318476, 5.770382680803719, 73.817572300598982],
[17.054628643144785, 223.62270335761872, 216.00294451770307, 5.612518157739643, 67.854067460333738],
[17.060941524617892, 218.66212787572567, 211.21139654648624, 5.366193186642114, 59.011352207052397]]
